comment,stars
đây là trung tâm mua sắm lớn ở cà mau có rất nhiều mặt hàng đẹp tốt và chất lượng vào trung tâm thì thoáng mát sạch sẽ nhân viên phục vụ rất tận tình còn có nhiều món ăn ngon,5
các bạn rất nhiệt tình ạ đây là coopmart mình thích nhất chỉ là vị trí hơi xa trung tâm,5
nhân viên nhiệt tình thái độ phục vụ tốt,5
nhân viên vui vẻ nhiệt tình siêu thị lớn có đầy đủ các loại mặc hàng,5
ghé siêu thị mua đồ khá trễ chuẩn bị đóng cửa nhưng nhân viên vẫn vui vẻ nhiệt tình hỗ trợ tư vấn,5
mua sắm rất tuyệt vời,5
thực phẩm phong phú sạch tươi ngon nhân viên phục vụ chu đáo,5
hàng hoá đa dạng để lựa chọn,5
khá tốt và tiện ích cho người dùng,5
sản phẩm tiêu dùng đa dạng thực phẩm tươi không gian thoáng,5
hàng hoá thực dụng đủ cho mua sắm hàng ngày sạch thoáng,5
nơi mua sắm và vui chơi,5
phục vụ tốt nhân viên tận tâm nhiệt tình mát mẻ,5
nhiều mặt hàng phong phú hấp dẫn,5
khá ok nhân viên nhiệt tình vui vẻ,5
rất tốt,5
có bán những thứ coop đại lộ hoà bình không có,5
khu mua sắm tiện nghi và nhiều ưu đãi,5
nhiu hang hoá nhìu ctrinh thu hút kh,5
minh muốn tham quan và mua sắm,5
giá sản phẩm rẻ vừa và túi tiền,5
co cho vui choi cho tre em sach se,5
thuận tiện đậu được ô tô,5
tính tiền nhanh hàng dễ lựa,5
nơi mua sắm đang tin cậy,5
chổ mua hàng củng khá ôk,5
mát mẻ,5
nhân viên rất ok,5
bán hàng chất lượng cao,5
quay xe hơi khó,5
tuyệt vời,5
tien loi,5
thuận lợi cho người dân,5
nhân viên nhiệt tình,5
phục vụ tốt,5
tiện lợi,5
giao hàng rất nhanh,5
tiện nghi,5
vui vẻ nhiệt tình,5
mua sắm tiện lợi,5
khá thuận tiện,5
trung tâm thương mại coop mart cà mau có khu vui chơi trẻ em trung tâm mua sắm thời trang nhà hàng dịch vụ ăn uống rạp chiếu phim và nhiều dịch vụ tiện ích một điểm đến vui chơi mua sắm nghỉ ngơi,5
sạch sẽ giá cả ok phục vụ tốt lịch sự hàng hoá đa dạng đầy đủ chủng loại dễ lựa chọn và mua sắm thanh toán đa dạng linh hoạt,5
nơi đây thoáng mát có bán đa dạng mặt hàng giá cả phù hợp kèm theo rất nhiều chương trình khuyến mãi đem lại nhiều lợi ích thiết thực cho người dân là nơi lý tưởng để dạo chơi mua sắm,5
thú vị nhiều thứ để ăn và giải trí,5
rất tiện lợi,5
trung tâm mua sắm lớn nhất tại địa phận thành phố cà mau có nhiều mặt hàng cùng với nhiều chương trình khuyến mãi hấp dẫn đến với khách hàng siêu thị cũng mang đến chương trình người việt nam ưu tiên dùng hàng việt nam giúp người dân tiếp cận và sử dụng dễ dàng các mặt hàng của nội địa hơn nữa,5
nhân viên dễ thương nhiệt tình,5
là nơi tôi thường xuyên checkin ngoài mua sắm ra tôi còn đến để giải trí và thư giãn nơi này có các mặt hàng như thực phẩm tươi sống thực phẩm khô thời trang gia dụng v v đều chất lượng và uy tín tôi rất thích nơi này i love co opmart,5
rất nhìu mặt hàng để lựa chọn giá bình ổn rất đáng để bạn ghé thăm và mua sắm tiêu dùng,5
rộng sạch,5
nơi mua sắm ăn uống vui chơi lý tưởng ở khu vực cà mau,5
sense city co opmart cà mau là nơi mua sắm quen thuộc của người dân cà mau tính đến thời điểm hiện tại thì nơi này là nơi người dân mua sắm và giải trí có rạp chiếu phim và khu ẩm thực,5
đi vào buổi sáng sẽ có thực phảm tươi ngon phục vụ tận tình dảm phẩm đa dạng,5
là sự lựa chọn mua sắm hàng đầu của gia đình tôi ngoài mua sắm còn có thể chơi các trò chơi và ăn uống nữa,5
siêu thị rất lớn và đẹp chỗ đậu xe trong nhà sạch sẽ rộng rãi nhiều đồ giá khá rẻ dễ mua bán,5
bán nhiều đồ không khác gì với sài gòn cả,5
rất đa dạng hàng hoá hàng hoá chất lượng nhân viên thanh toán nhanh nhẹn bãi đỗ xe rộng rãi siêu thị thoáng mát,5
hơi vắng khách,5
tốt lắm,5
nhiều đồ tươi,5
tiện dụng,5
tuyệt vời nhất,5
tuyệt vời,5
tiện lợi,5
ôk,5
tốt,5
thích nhất,5
đẹp,5
tốt,5
đẹp,5
các công nhân rất hữu ích và việc kiểm tra thật dễ dàng giá tốt hơn lotte market ít lựa chọn hơn megamarket nhưng cách bài trí của cửa hàng rất hoàn hảo bộ phận trái cây và rau qủa đẹp điều lớn nhất là con người tốt đẹp đẹp,5
đây là một nơi tốt đẹp dịch vụ tốt rất hài lòng,5
nếu như,5
nhỏ nhưng đẹp hơn,5
được rồi,5
được rồi,5
tốt,5
hàng hoá đa dạng mua sắm thoải mái miễn có tiền là được,5
rất hài lòng,5
đông vui vô thích chơi game,5
siêu thị ở đây rất nhiều đồ nhân viên vui vẻ,5
hàng hoá đa dạng nhân viên thân thiện,5
đồ gia dụng đa dạng nhưng hàng rau ít rau giữ lạnh rồi sáng đem ra để quầy rờ thấy còn lạnh đổ mồ hôi nhân viên nhiệt tình,5
rất lịch thiệp và các nhân viên luôn luôn lịch sự toàn cảnh sắp xếp rất đẹp mắt gian hàng gọn gàng giá cả hợp lý nhất nhất là giữ gìn vệ sinh bên ngoài và bên trong siêu thị rất sạch sẽ,5
sạch sẽ rộng rãi nhiều mặt hàng,5
nơi này rất rộng rãi và thoải mái hơn,5
sạch sẽ thoáng mát hàng hoá có nhiều khuyến mãi nữa,5
siêu thị co op mart chợ mới đẹp và tuyệt vời bán đầy đủ tất cả mặt hàng tha hồ mua sắm mọi người cùng đến đi vui lắm,5
ok rất vui mừng khi thị trấn chợ mới có siêu thị lớn,5
trước mắt thì đẹp sang trọng còn phần dịch vụ hay sản phẩm thì chưa biết,5
siêu thị hiện đại đẹp nơi mua sắm tin cậy,5
sao nha mình đi hoài à vui lắmm,5
nơi mua sắm tin cậy bạn của mọi nhà,5
rất thích,5
ok nhak,5
rất tuyệt,5
được rồi,5
rất nhiều các sản phẩm giá cả niêm yết rõ ràng trải nghiệm mua sắm mát mẻ,4
cũng cũng,4
đầy đủ đồ dùng,4
siêu thị nho nhỏ đồ không nhiều cungc không tươi lắm,3
giá cả mỗi người tự đánh giá mắc hay rẻ giữ xe không là không thích rồi không gian bên trong không rộng đi mà cứ đụng nhau thiếu gà rán jollibee,3
gửi xe phí không dù có mua hàng coop ở sài gòn gửi xe khi có mua hàng tốn có không trong khi coop có chút éc,2
hom nay mua hàng hơi thất vọng mua ốc bưu bi chết hôi không thể ăn được luôn,2
hàng hoá ít không đủ loại như là tên gọi co op mart,2
mắcc,2
chợ mới,2
không niêm yết giá sản phẩm cụ thể bị lỗi nhiều lần thất vọng vô cùng,1
giá không cụ thể đã bị sai lần giá không niêm yết chất lượng chán,1
siêu thị này chỗ uống cafe có qủan lí nhìn khó chịu mặt nhăn nhó lại uống cũng trả tiền chứ có xin đâu không riêng chỗ uống cafe chỗ bắp rang mình mua phần và hỏi giá bao nhiêu nhân viên nói ngang ngang xong rồi còn đưa kiểu hơi thái độ bù lại mặt hàng khá đa dạng cũng ok,1
nhân viên thuê ở chợ à không có thái độ nghiêm túc xem khách hàng vô hình quầy trống chứ vẫn đứng nhìn khách chờ đợi tính tiền để đứng nói chuyện với nhau,1
nhân viên lao công thái độ chuyện là mình đi wc vòi nước có vấn đề không tắt được nên mình hỏi chị nhân viên thì chị dùng thái độ và nói khá nặng lời đặc biệt cô lao công chổ nhà wc mình không biết thì mình hỏi mà dùng thái độ như kiểu mình cố tình làm nó thành như vậy thấy mới xây nên đi thử ai mà ngờ chưa dì bị thái độ rồi coopmart long xuyên wincom hỏi thì họ trả lời rất niềm nở nói chung trừ thái độ ra thì tất cả tốt,1
mọi thứ điều ổn chỉ là thái độ thì như câu con sâu làm sầu nồi canh hôm nai mình có ghé mua đồ và vào w c khi ra có sao d vòi nước rữa tay thì cái chổ tắt có thể ns quê mùa khôq biết sử dụq chuyện khôq có dì khác nếu mình có hỏi chị làm troq c mart đaq sao dụq kế bên chị ấy chỉ mình sao dụq chị nói đại loại là khôq sao dụq thì em đừq nhấn nữa nhấn chi quài sao nó tắt với dọq rất lớn như quát vào mặt mình dù đã mua xoq nhưq mình vẫn là khách khôq cần là thượq đế nhưq cũq nhỏ nhẹ tí là được mà mình khôq bình thường mình mới hỏi mà nhưq cũq khôq là dì nếu xoq xoq đó khôq có cô lao côq nghe và nói đại loại như khinh rẽ mình nói theo kỉu trách mình hoq biết sao hoq biết hỏi đứq đó nhắn quài biết nào nó tắt ủa sao biết mình khôq hỏi dị ạ chắc cũq lớn tủi nên lãq tay hay sao hẳn khôq ai để í cmt này chỉ moq ai gặp phải né gắp mấy người đó khôq maq bực vào thân,1
siêu thị giữ xe thu phí mua đồ chỗ vui chơi và vào chỗ mua sắm phải để đồ ở ngoài không cho đem vào mua sắm,1
vô cùng thất vọng,1
thích thì cho sao làm ăn chê nặng nha,1
thái độ nhân viên như nịt,1
quá tuyệt vời,5
địa điểm yêu thích,5
rất tốt,5
phục vụ tốt,5
tuyệt vời,5
tốt,5
tốt,5
tốt,5
tiện lợi,5
tốt,5
tốt,5
đẹp,5
chợ này toạ lạc tại đường trần hưng đạo thành phố cà mau là chợ bán buôn và bán lẻ lớn nhất tỉnh cà mau,5
tiệm bánh ở tầng một rất ngon và có rất nhiều sản phẩm hàn quốc,5
được rồi,5
khá lớn tiện nghi đầy đủ,5
siêu thị với khu mua sắm tuyệt vời,5
được rồi,5
được rồi,5
được rồi,5
được rồi,5
doanh nghiệp chuyên nghiệp với dịch vụ tốt,5
trung tâm mua sắm đẹp,5
supernarket tốt nhất trong lĩnh vực này,5
có một con chuột,5
vị trí siêu thị nằm trong khu trung tâm thương mại sense city ngay mặt tiền đường đại lộ hoà bình quận ninh kiều thành phố cần thơ thuận tiện cho việc di chuyển có bãi xe rộng về hàng hoá siêu thị có lượng hàng hoá lớn đa dạng đáp ứng cho nhiều đối tượng khách hàng khác nhau nhân viên tốt note siêu thị có quy định về việc thu phí đối với xe máy xe điện là đ khi đi ra mà không có hoá đơn mua hàng tại siêu thị nên các bạn đi mua hàng nhớ lấy hoá đơn để xuất trình khi lấy xe để được miễn phí nhé,5
siêu thị co opmart cần thơ nằm trong trung tâm thương mại sense city nằm ở đường đại lộ hoà bình siêu thị sạch sẽ đa dạng hàng hoá giá cả phù hợp sản phẩm mới chất lượng hàng hoá phân chia khu rõ ràng thuận tiện mua sắm đặc biệt ở đây có khu ẩm thực với các món ăn miền tây rất ngon giá phải chăng ngoài những món thực đơn theo ngày còn có bánh xèo cơm gỏi gà bánh chuối nhiều món ăn nước uống đa dạng khác vừa ngon vừa hợp túi khu ăn sạch sẽ rộng rãi có bàn ghế chỗ rửa tay và có các cô chú nhân viên dọn dẹp sạch sẽ đây là một trong những nơi ăn uống điểm tham quan đáng ghé nhất khi đến coopmart cần thơ,5
tốt,5
chỉnh chu là sự thu gọn nhưng vẫn đáp ứng đầy đủ nhu cầu của khách hàng hi vọng siêu thị sẽ thông qua các phương tiện truyền thông qủang bá nhiều hơn để thu hút người tiêu dùng đến mua sắm và trải nghiệm,4
siêu thị khá rộng thoáng phíanh trước có bãi đỗ xe có bảo vệ người mua sắm không đông lắm,4
khu vui chơi trẻ em không vé ngày thường,4
rộng rãi,4
hơi nhỏ nhưng dễ tìm dịch vụ tốt có cà phê highland và phuc long,4
không gian rộng rãi thoải mái giá cả ok nếu có thêm nhiều vật dụng gia đình nữa thì ok hơn,4
địa điểm mua sắm khá thuận tiện tuy nhiên hàng hoá chưa đa dạng và giá chưa cạnh tranh lắm,4
giá cả hợp lý có nhiều ct khuyến mãi tôi thích mua sắm ở đây,4
rộng và thoáng không đông lắm nên mọi ng lựa đồ thoải mái và tính tiền nhanh,4
khá ok,4
trung tâm mua sắm tốt sẽ là,5
rất tốt cho siêu thị,5
cắt giảm,5
thuận tiện và dễ tìm,5
tuyệt vời để mua hàng,5
hạnh phúc,5
được rồi,5
được rồi,5
phong cách thành phố nhỏ,5
tất cả ở một nơi,5
được rồi,5
rất tốt,5
nơi tốt để mua sắm,5
khi,5
được rồi,5
được rồi,5
được rồi,5
được rồi,5
